label,text
Pos,Makeshift apple store at 6th and congress. You're kidding me. Amazing #sxsw #apple
Neutral,Temporary Apple store at #sxsw - huge line. {link}
Pos,Temporary Apple store at SXSW is really cool...as is the iPad 2 :) #apple #SXSW #fanboy
Pos,Temporary Apple Store being set up for #SXSW... shit now the temptation is going to be out of control.
Neutral,"Temporary apple store for #sxsw, line goes around the block {link}"
Neutral,Temporary Apple store opens @mention 6th &amp; Congress tomorrow. #ipad2 #sxsw
Pos,Temporary apple store opens at 5pm at 6th and congress. Line already growing. #iPad - view.io {link} via @mention #sxsw
Pos,Temporary Apple Store will be a block from my office! Can't wait to see the line tomorrow. Photos to come... #sxsw #iPad2
Neutral,The #sxsw Apple store opens at noon each day and closes when they run out of iPad2s. Why didn't I buy stock 10 years ago?
Neutral,Base Camp Apple.  #SXSW {link}
Neg,iPad news apps 'so last year' at #SXSW {link}
Pos,10 iPhone Apps you�۪ll Probably Need and Use During #SXSW {link}
Pos,Now there are 150 million mobile google maps users @mention #sxsw
Neutral,The lines are already forming at Apple's pop-up store in Austin. Aren't these people here to see the festival? {link} #sxsw
Pos,And a few are Android too RT @mention 10 New Mobile Apps I�۪ll Be Using at��#SXSW  {link}
Neutral,"#Sxsw You are attending SXSW? report what you see with your Android phone, get Bannka app."
Pos,"iPad apps are just like software development in that once you release it, you have to start working on the update. #sxsw"
Neutral,"My tweets are stalled. Data sluggish. Come on AT&amp;T, Verizon is embarrassing iPhone customers who haven't switched. #SXSW #iPhone"
Neutral,"Those who are tweeting that Google is coming out with Circles platform today are outside of the circle, keep up #itsnot #sxsw"
Neutral, @mention Are you Stupid? Find it out at the #sxsw on your Mac {link} for a special price! #games #Mac�۝
Neutral,Slate see as much traffic to mobile safari as to their app on the iPad #sxsw #electricnews
Neutral,Unloading at #apple store corner of 6th and congress in Austin. Temp store for #SXSW  {link}
Neutral,Great day at #SXSW -BUT jaloux of @mention &amp; HIS NEW iPad.Look at him on school bus on 1st day of school {link}
Neutral,I arrived at #sxsw and my @mention issue hasn't been resolved. Dying to use the iPhone app but cant login. RT@mention @mention we're on it
Neutral,I will be at #sxsw for Screenburn @mention launch of my clients new iPhone game #travellerARlaunch find out more at {link}
Neutral,"If anyone at #sxsw wants to see a demo of PicCraft or an ipad 2, find me"
Neutral,If I were at #SXSW I could spend it all at the @mention Teaching Theater alone; just look at that schedule: {link}
Neutral,If you're at #SXSW : meet us at Fado. We will give you wristbands that magically lead to beer. Come say hi! {link}
Neutral,"If you're at #SXSW and want an iPad 2, Apple's setting up a temporary store. Check it out! {link}"
Pos,Overheard at #sxsw &quot;the iPad is a relaxing computer&quot;: agreed. #iPad #apple
Neg,Overheard at #sxsw interactive: &quot;Arg! I hate the iphone! I want my blackberry back&quot; #shocked
Neutral,"If you're at #sxsw, meet our author, and a host of Android devs, Sat. at 12:30pm, Hilton room 615AB."
Neg, @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;�۝
Neutral,"For those at #SXSW: Apple sets up 5,000-square-foot temporary store at SXSW to sell new iPads, test potential traffic {link}"
Neutral,Overheard at #SXSW: &quot;Google doesn't launch products at other people's events.&quot;
Neutral,Nerd bait at #SXSW! Apple set to open popup shop in core of SXSW action {link}
Neutral,Long line at #sxsw? What Else?  Apple Store {link}
Pos,"Last year at #SXSWi everbody was talking about the iPad, this year it's social media driven revolutions. This year is better. #sxsw"
Pos,"Long line at Apple Pop up store for iPad 2. Great marketing, Apple. #SXSW"
Pos," @mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSW�۝"
Pos,knackered at home playing with ipad and updating iphone. but timeline smashed with partytweets can't make me go to bed.. #sxsw
Neg,overheard at MDW (and I'll second it) &quot;halfway through my iPhone battery already and I haven't even boarded the plane to #sxsw&quot; #amateurhour
Pos,"#technews At SXSW, Apple schools the marketing experts {link} #Tech_News #Apple #Jobs_Co #SXSW #tech"
Pos,First day at sxsw.  Fun final presentation on Google Doodles.  #GoogleDoodle #sxsw
Pos,Huge line at the #apple store in #austin - #sxsw crowd tripping over each other to get the new ipad
Pos,If ur not at the #google #aclu 80's party....u should be! #sxsw
Neutral,The queue at the apple pop-up store #sxsw {link}
Neutral,"Posted up at the DMI House, Intimate Stranger on the stage, they got a restaurant crowd sitting down to deal wif  #sxsw {link}"
Neutral,The woman at the Google talk sounded JUST like Chelsea Handler! Lol #sxsw
Pos,I laughed at the iPad until I spent this week hauling my macbook everywhere. Now I really want an iPad and a shoulder rub. #sxsw
Pos,Any #SXSW attendees need a QR code reader for their iPhone? Tweet us an image of you with your badge and the first 5 get Optiscan free!
Pos,Hey #SXSW attendees...you should hop in line at the #Apple store now. Only four days til your new iPad2 comes in...
Neutral,is anyone attending to the google &amp; aclu party @mention sxsw? if so could you plz up some pictures? thanks! #sxsw
Neutral,"March 11. Austin, TX. Will people line up at the #SXSW registration or at the Apple Store? ^_^"
Neutral,Landed in Austin. Spotted the Google Places Ads for #SxSW at the airport: &quot;The Ultimate Austin Pocket Guide&quot;. More like #Yelp than #iTourU
Neg,they took away the lego pit but replaced it with a recharging station ;) #sxsw and i might check prices for an iphone - crap samsung android
Neutral, @mention Awesome to meet @mention @mention and @mention standing in the Apple queue at #sxsw yesterday. On to Day 2.�۝&lt;&lt; so cute!
Neg,".@mention Bad Apple: shows up late, Qs the process, poo-poos ideas, leaves early. Can even be &quot;I'm too creative&quot; or busy #gamestorming #sxsw"
Neutral,".@mention Bahrain govt turned off Google Earth. As a result, more people learned about it and govt had to turn it back on. #sxsw"
Neg,Trying to balance the power of power needs on iPhone vs iPad at #sxsw. This 3G iPad sucks it out quick. Might have go airplane mode.
Neutral,Racing to ballroom D to see @mention Marissa Mayer. #sxsw #sxswi
Pos,My iPhone battery at 100%. #winning at #SXSW
Neg,My iPhone battery can't keep up with my tweets! Thanks Apple.  #SXSW  #precommerce
Neutral,will this be another google wave? RT @mention We interrupt your regularly scheduled #sxsw geek programming w/big #google news {link}
Pos,this will be fun to watch. #ipadmadness RT @mention Apple Opening Pop-Up Store In Austin For SXSW {link} #sxsw
Pos,This will be out of control: #Apple set to open popup shop in core of #SXSW action {link} via @mention  cc @mention
Neutral,Yeah I'll be there for sure! --&gt;RT @mention @mention @mention check this: {link} #SXSW #google
Pos,Celebrate Beauty of the Web @mention the MSFT #IE9 launch &amp; play our new #html5 game to win an iPad2 {link} #sxsw
Neutral,"Texas has been amazing I've met so many influential people that work at twitter, foursquare, Microsoft and even Apple.  #SXSW #Winning"
Neutral,"I woke up before my iPhone finished recharging. That means I got enough sleep last night, right? #sxsw"
Neutral,The quiet before the storm at #SXSW - Looking forward to seeing Google's Marissa Mayer
Neutral,"Companies believing in #NFC Google with the Nexus S, Nokia but also carriers, Verifone, and even Apple it seems #sxsw #sxswnfc"
Neg, @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;  @mention
Pos,IPad 2 is better..they have had time to improve #sxsw
Neutral,"Cus!
It's between pacman google, singularity or #sxsw noobs meetup"
Pos,{link} Go beyond Earth Hour this year by sharing positive actions with the world. Download the #EarthHour 60+ iPhone app. #SXSW
Neutral,So far my biggest #SXSW mistake is not bringing my iPhone/iPad charger
Neg,Google vs Bing on #bettersearch. Bing has a shot at success w/ structured search.  Potentially higher margin CPA model vs #Google. #SXSW
Pos,Of course Bing results are good they are Google's:) #SEO #SXSW #qagb
Neutral, @mention Black or white iPad?  #sxsw #iPad2�۝ that is the question....
Neutral,"HootSuite blog   Social Media Dashboard �� HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android
{link}"
Neutral,"HootSuite blog   Social Media Dashboard �� HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}"
Neutral,"Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}"
Neutral,Is anyone bringing their iPad vs. their computer to #sxsw?
Pos,impulsive buy = all your friends at #SXSW -&gt; I now have one too. Selling my 1st gen 32gb 3g iPad now
Pos, @mention Buying 2 new iPad's with @mention #geekdate #apple #sxsw #ipad2�۝ :)
Pos,Someone's buying herself a present ;-) RT @mention Apple Is Opening A Pop-Up Store In Austin For #SXSW {link}
Pos,Nice find by RSQ's @mention {link} #sxsw #iPad #app
Neutral,"The South By Southwest Panels, Illustrated [PICS]: Sometimes the best... {link} #News #Ogilvy #sxsw #trending #Cyber #iPhone"
Neutral,My Google calendar's Saturday night is a giant overlap of #sxsw parties.
Pos,&quot;You can Google Canadian Tuxedo and lose yourself for hours&quot; #sxsw
Neutral,"If anyone can make it cooler, they can. RT @mention @mention to Launch &quot;Groupon/ Living Social-type&quot; Rewards #SXSW {link}"
Pos,"Exciting, can�۪t wait! RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW &amp; the iPad 2 launch {link}"
Pos,"Great for certain meetings. RT @mention Hello, Holler Gram, our new iPad app {link} #hollergram #sxsw"
Pos,Dont miss Charles Chen for Android/ChromeOS  Access at SXSW: @mention the Google booth in Exhibit Hall 3 @mention 1PM #sxsw
Neutral,Reminder: Charles Chen will be talking about Android and ChromeOS access today @mention 1PM @mention the Google booth in Exhibit Hall 3. #sxsw
Neutral,"Tomorrow, Charles Chen will be speaking about Android and ChromeOS access @mention the Google booth in Exhibit Hall 3 @mention 1PM #sxsw"
Neutral,"RE: group chat apps for #SXSW, now been told to d/l two more apps (not yet avail on Android). This point, I'll need phone JUST for apps."
Neutral,"Remember, chime in with tweets about your #nasatweetup experience between 2:15pm - 3pm Central time for #sxsw session - {link}"
Neutral,"The Daily Chord - Tuesday, March 8: 
Hackers discover Google's music serviceStory from Rollin... {link} #sxsw #music #news"
Neutral,"The Daily Chord - Tuesday, March 8: 
Hackers discover Google's music serviceStory from Rolling Stone.


Mo... {link} #SXSW"
Neutral,Google to Circle Austin? #sxsw {link}
Neutral,No Google Circles at #SxSW {link} (ht @mention ) (maybe they're reconsidering the shape?)
Neutral,Is Google Circles just Buzz with the corners rounded off? Might we find out today? {link} #sxsw #google
Neutral,NO Google Circles! RT @mention We're not launching any products at #SXSW but we're doing plenty else.
Neutral,"10 Austin Classics not to be missed at #SXSW. m4blog.com
Twitter for iPhone �ۢ 3/12/11 12:40 PM"
Neutral,"tools for collaboration across boundaries ~ google, webex, dropbox, whiteboarding, basecamp, join.me, ipad #sxsw #evolvingworkplace"
Neutral,Trying to collaborate on #sxsw events with a few friends. Google Calendar or Plancast?
Neutral,"At #SXSW? come hear me speak in 40 mins. Designing iPad Interfaces - New Navigation Schemas in Ballrm A, 11:00am #UXDes @mention"
Neg,"iPad 2 is coming out at #SXSW, guess Apple's pretty desperate to give it attention."
Pos,"If you're coming to #SXSW be sure to download the SXSW Go app, it has all the schedules and locations of the events. {link}"
Pos,Seriously considering leaving my MacBook Pro at home and flying solo with the iPad for a week. Think I can make it work? #sxsw
Neutral,Among the cool/goofy things I've spied at #SxSW today - iPad case made to look like an EtchnSketch; grown up game of tug o' war.
Neutral,wishes he could be at the @mention / @mention / @mention party at #sxsw instead of doing homework for tomorrow...
Neutral,If only I could find @mention at #SXSW. He's probably fitIng with his iPad.
Neutral,Check out Coyne PR updates from #sxsw {link} via @mention
Neutral,It's just crazy to look around sxsw and realize last year no one had an iPad. #sxsw
Neutral,"Crazy big crowds now. #SXSW @mention Apple Store, SXSW {link}"
Neutral,"If u read d article,google say it's a rumor  @mention to Launch Major New Social Network Called Circles,{link} #sxsw�۝"
Neutral,At #SXSW? D/L @mention 4 iPhone &amp; come to the UJ* booth in ACC hall 2! Snap pics &amp; send em to us! #FightThePaddle! {link}
Neg,Shipments daily - follow @mention #AppleATXdt 4 updates RT @mention Pop-up Apple Store seems to be out of pop-up iPad2s. #SXSW
Neutral,It's only day 3 and I'm too tired to hold up my iPad. This week will be the death of me. But it will be a happy death. #sxsw
Neutral,"Beautiful day in #austin! Come by and grab a slice or two. If you check in on #google, you can get a deal. #sxswi #SXSW"
Pos,Four more days! #ipad #sxsw #weekend #battlela
Neg,IPhone is dead. Find me on the secret batphone #sxsw.
Neutral,Google to debut new selective social network today at #sxsw ? @mention {link}  #google #circles
Neutral,"Trying to decide what session to attend at #sxsw, but Marissa Meyer @mention later today is a given."
Neutral,excellent deck there too RT @mention Nth time lucky: Google's new social network about to launch. Maybe. {link} #sxsw
